session,name,query,title,product_id,category,clean_text
4031d16548701de3b6514e23c72902e6be8f4f9e46eba5135624dee86837a7cc,productview,,blue new balance shoes,1162760.0,shoes,blue new balance shoes
4031d16548701de3b6514e23c72902e6be8f4f9e46eba5135624dee86837a7cc,productview,,metalic casio wristwatch,4620400.0,watches,metalic casio wristwatch
368fc8839ac74b8ec3c662b9c166a4ec576b9af174d93d408532ee45e6c87f06,productview,,yellow gold north face coat,5301308.0,coats,yellow gold north face coat
368fc8839ac74b8ec3c662b9c166a4ec576b9af174d93d408532ee45e6c87f06,productview,,louis vuitton handbag,7964229.0,bags,louis vuitton handbag
368fc8839ac74b8ec3c662b9c166a4ec576b9af174d93d408532ee45e6c87f06,productview,,leather hermes bag,3412615.0,bags,leather hermes bag
368fc8839ac74b8ec3c662b9c166a4ec576b9af174d93d408532ee45e6c87f06,productview,,beige metalic louis vuitton handbag,5197823.0,bags,beige metalic louis vuitton handbag
7d4fd66825635222cac232e4e73e4f63ff99c5f013d721580b2323e382379e2b,productview,,wool prada clothing,6522381.0,dresses,wool prada clothing
7d4fd66825635222cac232e4e73e4f63ff99c5f013d721580b2323e382379e2b,productview,,wool new balance shoe,7379395.0,shoes,wool new balance shoe
7d4fd66825635222cac232e4e73e4f63ff99c5f013d721580b2323e382379e2b,productview,,green boot,7837339.0,shoes,green boot
7d4fd66825635222cac232e4e73e4f63ff99c5f013d721580b2323e382379e2b,productview,,armani trousers,1752396.0,pants,armani trousers
7d4fd66825635222cac232e4e73e4f63ff99c5f013d721580b2323e382379e2b,productview,,white calvin klein pants,4761934.0,pants,white calvin klein pants
50a89e746da8c0b11dde1b4227b5c162a29d4618b2ec700d51495b2ba162a09e,productview,,metalic handbag,2813774.0,bags,metalic handbag
50a89e746da8c0b11dde1b4227b5c162a29d4618b2ec700d51495b2ba162a09e,productview,,yellow gold handbag,6133027.0,bags,yellow gold handbag
50a89e746da8c0b11dde1b4227b5c162a29d4618b2ec700d51495b2ba162a09e,productview,,beige gold louis vuitton bag,3510735.0,bags,beige gold louis vuitton bag
2c066bd6d431d59cbdb8ccf1b240982dd0e3cdaf31e1b7e0764ed1e41d49f61f,productview,,gucci wristwatch,7224256.0,jewellery,gucci wristwatch
8eab98709bc2845f4e370e4f40babb0a5b9b01ea5a7d6b85602384eade604b7d,productview,,wool armani jeans,7381168.0,pants,wool armani jeans
8eab98709bc2845f4e370e4f40babb0a5b9b01ea5a7d6b85602384eade604b7d,productview,,black gucci trousers,3767452.0,pants,black gucci trousers
8eab98709bc2845f4e370e4f40babb0a5b9b01ea5a7d6b85602384eade604b7d,productview,,blue trousers,2931914.0,pants,blue trousers
8eab98709bc2845f4e370e4f40babb0a5b9b01ea5a7d6b85602384eade604b7d,productview,,gold new balance boot,1473893.0,shoes,gold new balance boot
8eab98709bc2845f4e370e4f40babb0a5b9b01ea5a7d6b85602384eade604b7d,productview,,yellow shoe,2682800.0,shoes,yellow shoe
c88e3b93e4f21525e4a2bdb3c4dc1a1df209f36a088b9f1a16263f181178f37b,productview,,leather prada shoes,5613670.0,shoes,leather prada shoes
6812298062e5062cda070e862948c204417a04eb0f11d585d14f176c7c0ce53c,productview,,Adidas boot,2897494.0,shoes,adidas boot
05bbc49c4412d024fad4711793c715edeff4141d43c712918bbb6b850134dd3f,productview,,red prada watch,2145903.0,watches,red prada watch
05bbc49c4412d024fad4711793c715edeff4141d43c712918bbb6b850134dd3f,productview,,Rolex wristwatch,6965618.0,watches,rolex wristwatch
05bbc49c4412d024fad4711793c715edeff4141d43c712918bbb6b850134dd3f,productview,,wool watch,326672.0,jewellery,wool watch
05bbc49c4412d024fad4711793c715edeff4141d43c712918bbb6b850134dd3f,productview,,wristwatch,1386561.0,jewellery,wristwatch
05bbc49c4412d024fad4711793c715edeff4141d43c712918bbb6b850134dd3f,productview,,white wool ana luisa wristwatch,3547019.0,jewellery,white wool ana luisa wristwatch
75a2750e282795bb50e7beec15d73edfcdbf553a162f5538f9981b8f381ffdde,productview,,green wool Adidas jacket,7552391.0,coats,green wool adidas jacket
75a2750e282795bb50e7beec15d73edfcdbf553a162f5538f9981b8f381ffdde,productview,,black wool watch,7888066.0,watches,black wool watch
6f4e7bb1c7ab3061f1599a6960eb7ac8ad90a86f5b3d1185ac49243108f8125e,productview,,gold hermes bag,4902889.0,bags,gold hermes bag
6f4e7bb1c7ab3061f1599a6960eb7ac8ad90a86f5b3d1185ac49243108f8125e,productview,,metalic watch,2153705.0,watches,metalic watch
3b2da138e3e1cb9f04ad1d6813cc8e823e0cf9c1b1b97fffdd1c5933a4a7e538,productview,,beige gucci dress,8040510.0,dresses,beige gucci dress
3b2da138e3e1cb9f04ad1d6813cc8e823e0cf9c1b1b97fffdd1c5933a4a7e538,productview,,wool armani dress,4164820.0,dresses,wool armani dress
3b2da138e3e1cb9f04ad1d6813cc8e823e0cf9c1b1b97fffdd1c5933a4a7e538,productview,,metalic gucci dress,3195349.0,dresses,metalic gucci dress
3b2da138e3e1cb9f04ad1d6813cc8e823e0cf9c1b1b97fffdd1c5933a4a7e538,productview,,calvin klein trousers,4307995.0,pants,calvin klein trousers
3b2da138e3e1cb9f04ad1d6813cc8e823e0cf9c1b1b97fffdd1c5933a4a7e538,productview,,black metalic Diesel pants,5368484.0,pants,black metalic diesel pants
3366fda915618545d6cb8d0c29d6faefa573816969a09fd7587651115f7e9bac,productview,,calvin klein trousers,9085747.0,pants,calvin klein trousers
3366fda915618545d6cb8d0c29d6faefa573816969a09fd7587651115f7e9bac,productview,,metalic Diesel pants,7479415.0,pants,metalic diesel pants
3366fda915618545d6cb8d0c29d6faefa573816969a09fd7587651115f7e9bac,productview,,green leather jeans,3543984.0,pants,green leather jeans
3366fda915618545d6cb8d0c29d6faefa573816969a09fd7587651115f7e9bac,productview,,black gucci jacket,6622391.0,coats,black gucci jacket
3a3a4a1026deff36bcb62b259ae39f7f4f1eca666f08fed6624711dea5304417,productview,,calvin klein clothing,6198913.0,dresses,calvin klein clothing
98192e37f067a3031742c79e0d5ee7c40d26705b1bbc4fef7856b12f8853ce92,productview,,prada jacket,9434638.0,coats,prada jacket
98192e37f067a3031742c79e0d5ee7c40d26705b1bbc4fef7856b12f8853ce92,productview,,black armani dress,6594033.0,dresses,black armani dress
98192e37f067a3031742c79e0d5ee7c40d26705b1bbc4fef7856b12f8853ce92,productview,,wool clothing,1703790.0,dresses,wool clothing
98192e37f067a3031742c79e0d5ee7c40d26705b1bbc4fef7856b12f8853ce92,productview,,white watch,845725.0,watches,white watch
98192e37f067a3031742c79e0d5ee7c40d26705b1bbc4fef7856b12f8853ce92,productview,,white leather casio wristwatch,848225.0,watches,white leather casio wristwatch
a4116a44df409cb793d250a3429b3307874b17b54796ee3cb1d54e58b7e5e484,productview,,green metalic jacket,7079706.0,coats,green metalic jacket
a4116a44df409cb793d250a3429b3307874b17b54796ee3cb1d54e58b7e5e484,productview,,white Adidas jacket,2705149.0,coats,white adidas jacket
b5c5e44ce250f44c21184a7788d3c521ad8427678b9b5b3f359a80fe2d167a1c,productview,,beige gold gucci handbag,7624762.0,bags,beige gold gucci handbag
b5c5e44ce250f44c21184a7788d3c521ad8427678b9b5b3f359a80fe2d167a1c,productview,,black hermes bag,1133293.0,bags,black hermes bag
b5c5e44ce250f44c21184a7788d3c521ad8427678b9b5b3f359a80fe2d167a1c,productview,,black calvin klein pants,845244.0,pants,black calvin klein pants
b5c5e44ce250f44c21184a7788d3c521ad8427678b9b5b3f359a80fe2d167a1c,productview,,blue gold pants,3082646.0,pants,blue gold pants
115f3315d383d9acdacdb0f90acaf6c1bdc80f5bfd140a4d40b504f296f7ba8c,productview,,hermes handbag,4127051.0,bags,hermes handbag
115f3315d383d9acdacdb0f90acaf6c1bdc80f5bfd140a4d40b504f296f7ba8c,productview,,white bag,8872698.0,bags,white bag
067aadaad47f38c0bc907cf05f163c6e8299e702ea7dcc2001ea5cedca804110,productview,,metalic coat,7248292.0,coats,metalic coat
067aadaad47f38c0bc907cf05f163c6e8299e702ea7dcc2001ea5cedca804110,productview,,green jacket,3098792.0,coats,green jacket
5b125d9e975b1b7cc8208e3ed85bf21e71728b4bfaa57db95b69413ea7400a9e,productview,,red casio watch,6289731.0,watches,red casio watch
2856892d651bf337015d3251b1cebb832f67821b86050d9db51d8ddc81a76c87,productview,,wool prada bag,6611513.0,bags,wool prada bag
2856892d651bf337015d3251b1cebb832f67821b86050d9db51d8ddc81a76c87,productview,,green metalic handbag,1084371.0,bags,green metalic handbag
2856892d651bf337015d3251b1cebb832f67821b86050d9db51d8ddc81a76c87,productview,,white wool hermes bag,644122.0,bags,white wool hermes bag
2856892d651bf337015d3251b1cebb832f67821b86050d9db51d8ddc81a76c87,productview,,hermes bag,9013614.0,bags,hermes bag
2856892d651bf337015d3251b1cebb832f67821b86050d9db51d8ddc81a76c87,productview,,black Adidas coat,9329013.0,coats,black adidas coat
ab01182b6eccd26a1d704a2c72d108728f87d0d5ea65aa42a63ce9abc0bddf73,productview,,yellow north face coat,2631569.0,coats,yellow north face coat
ab01182b6eccd26a1d704a2c72d108728f87d0d5ea65aa42a63ce9abc0bddf73,productview,,north face coat,7041202.0,coats,north face coat
dee87094d0ce0a739ba41eb776f2c859669bc4fce42836815bb74ace849aec9a,productview,,yellow north face jacket,4958938.0,coats,yellow north face jacket
dee87094d0ce0a739ba41eb776f2c859669bc4fce42836815bb74ace849aec9a,productview,,white gold north face jacket,7912573.0,coats,white gold north face jacket
c28ecb5bfd55299127174da4e38c5bcaf0453379c5f9155508819920773e194b,productview,,wool ana luisa wristwatch,812744.0,jewellery,wool ana luisa wristwatch
c28ecb5bfd55299127174da4e38c5bcaf0453379c5f9155508819920773e194b,productview,,red gold armani watch,6785075.0,jewellery,red gold armani watch
c28ecb5bfd55299127174da4e38c5bcaf0453379c5f9155508819920773e194b,productview,,wristwatch,669121.0,jewellery,wristwatch
c28ecb5bfd55299127174da4e38c5bcaf0453379c5f9155508819920773e194b,productview,,calvin klein clothing,8570802.0,dresses,calvin klein clothing
c28ecb5bfd55299127174da4e38c5bcaf0453379c5f9155508819920773e194b,productview,,wool prada clothing,7594298.0,dresses,wool prada clothing
4735c67bfff32a87a86fabc6b2cbeab38ecdc67bed415c2746012ae70e617da8,productview,,ana luisa watch,4838877.0,jewellery,ana luisa watch
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,green pants,4528290.0,pants,green pants
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,beige jeans,7015466.0,pants,beige jeans
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,black leather Diesel trousers,1604694.0,pants,black leather diesel trousers
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,white leather pants,9297024.0,pants,white leather pants
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,gucci jeans,1468820.0,pants,gucci jeans
9b8dbb2fefde65824e1486ccf8d97a9459b0ade1262efbfd5178e214611c7eee,productview,,yellow Diesel pants,7078775.0,pants,yellow diesel pants
2c01bbe1e00718d176e7f031804ebb34b0be2ba1dce1beb631cdf553faacea11,productview,,metalic watch,3374020.0,watches,metalic watch
2c01bbe1e00718d176e7f031804ebb34b0be2ba1dce1beb631cdf553faacea11,productview,,wool watch,3802415.0,watches,wool watch
2c01bbe1e00718d176e7f031804ebb34b0be2ba1dce1beb631cdf553faacea11,productview,,beige Rolex wristwatch,9896069.0,watches,beige rolex wristwatch
2c01bbe1e00718d176e7f031804ebb34b0be2ba1dce1beb631cdf553faacea11,productview,,red gold Rolex watch,2230526.0,watches,red gold rolex watch
2c01bbe1e00718d176e7f031804ebb34b0be2ba1dce1beb631cdf553faacea11,productview,,beige leather watch,3720511.0,watches,beige leather watch
9ebb4441de4a9ea27f399f1d45560af91c91c5d11a0061ac5029171cd291883e,productview,,leather gucci bag,9960330.0,bags,leather gucci bag
9ebb4441de4a9ea27f399f1d45560af91c91c5d11a0061ac5029171cd291883e,productview,,metalic new balance boot,3251744.0,shoes,metalic new balance boot
9ebb4441de4a9ea27f399f1d45560af91c91c5d11a0061ac5029171cd291883e,productview,,green wristwatch,6880274.0,jewellery,green wristwatch
9ebb4441de4a9ea27f399f1d45560af91c91c5d11a0061ac5029171cd291883e,productview,,black wool ana luisa wristwatch,3957663.0,jewellery,black wool ana luisa wristwatch
4169b2ffea7fdb152c35d10fb17425efb93091b9b7520a11e33fd1657219dba9,productview,,Adidas boot,7922674.0,shoes,adidas boot
4169b2ffea7fdb152c35d10fb17425efb93091b9b7520a11e33fd1657219dba9,productview,,white metalic shoe,5553643.0,shoes,white metalic shoe
4169b2ffea7fdb152c35d10fb17425efb93091b9b7520a11e33fd1657219dba9,productview,,gold watch,4914547.0,jewellery,gold watch
170b4268b8ead10360bb7400be59d1128036b5fb7977873f38b9b8c80f65813d,productview,,clothing,9394366.0,dresses,clothing
170b4268b8ead10360bb7400be59d1128036b5fb7977873f38b9b8c80f65813d,productview,,clothing,228961.0,dresses,clothing
170b4268b8ead10360bb7400be59d1128036b5fb7977873f38b9b8c80f65813d,productview,,wool armani dress,105045.0,dresses,wool armani dress
a17bfc875891233d92de500767eca01a95fdded92bb313861759a4ed1567a17a,productview,,leather wristwatch,5993283.0,jewellery,leather wristwatch
a17bfc875891233d92de500767eca01a95fdded92bb313861759a4ed1567a17a,productview,,beige gold ana luisa watch,9064858.0,jewellery,beige gold ana luisa watch
6f9a4dfbbf22159e02fa7dde968d31879d802212e92c10e2e385d350bb5d7503,productview,,Rolex wristwatch,7734552.0,watches,rolex wristwatch
6f9a4dfbbf22159e02fa7dde968d31879d802212e92c10e2e385d350bb5d7503,productview,,leather prada bag,9906834.0,bags,leather prada bag
9a0e955f7f6e302b618e72cd1ee5cf00aa8615330b06535d117adb00e4631f93,productview,,green louis vuitton bag,3132290.0,bags,green louis vuitton bag
9a0e955f7f6e302b618e72cd1ee5cf00aa8615330b06535d117adb00e4631f93,productview,,louis vuitton handbag,9544449.0,bags,louis vuitton handbag
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,red leather gucci trousers,9797983.0,pants,red leather gucci trousers
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,wristwatch,1038871.0,watches,wristwatch
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,blue prada wristwatch,6592518.0,watches,blue prada wristwatch
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,green wool hermes wristwatch,6579190.0,watches,green wool hermes wristwatch
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,green gold wristwatch,9667904.0,watches,green gold wristwatch
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,leather watch,7658019.0,watches,leather watch
30492c798804dcd3ddfb2519fddc8600ad2a236dd250175fcb38f9bc03697b6a,productview,,green gold wristwatch,8041271.0,watches,green gold wristwatch
cba4d781840b920cfb08d829ff2ae345bf2be8e8911bc18f777eadfb687a5bb2,productview,,red leather hermes handbag,3545966.0,bags,red leather hermes handbag
cba4d781840b920cfb08d829ff2ae345bf2be8e8911bc18f777eadfb687a5bb2,productview,,gold louis vuitton bag,1076729.0,bags,gold louis vuitton bag
cba4d781840b920cfb08d829ff2ae345bf2be8e8911bc18f777eadfb687a5bb2,productview,,bag,2346820.0,bags,bag
cba4d781840b920cfb08d829ff2ae345bf2be8e8911bc18f777eadfb687a5bb2,productview,,black leather Adidas coat,4576644.0,coats,black leather adidas coat
cba4d781840b920cfb08d829ff2ae345bf2be8e8911bc18f777eadfb687a5bb2,productview,,gold jacket,4975260.0,coats,gold jacket
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,white metalic jeans,2102159.0,pants,white metalic jeans
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,Diesel pants,4922919.0,pants,diesel pants
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,metalic trousers,3042966.0,pants,metalic trousers
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,red leather watch,4960575.0,jewellery,red leather watch
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,watch,9719046.0,jewellery,watch
b98088fa687b9114582b1984ad37c1ff7d9330af85da22a11ab4c021c393e915,productview,,ana luisa wristwatch,2267833.0,jewellery,ana luisa wristwatch
ea1a55ee11fb4c43fd5199eb41322dc0ea21070c6d9692bdee167d0637ff1c4e,productview,,beige clothing,5211896.0,dresses,beige clothing
4e3808346f8085ef549738af13493fa18594a51a8d0f4cea8931f7f65ae3e087,productview,,bag,8653180.0,bags,bag
4e3808346f8085ef549738af13493fa18594a51a8d0f4cea8931f7f65ae3e087,productview,,blue wool louis vuitton bag,4217005.0,bags,blue wool louis vuitton bag
4e3808346f8085ef549738af13493fa18594a51a8d0f4cea8931f7f65ae3e087,productview,,trousers,4626718.0,pants,trousers
4e3808346f8085ef549738af13493fa18594a51a8d0f4cea8931f7f65ae3e087,productview,,gucci jeans,9646786.0,pants,gucci jeans
4e3808346f8085ef549738af13493fa18594a51a8d0f4cea8931f7f65ae3e087,productview,,trousers,2295766.0,pants,trousers
ff6d2c94a64fefcad53d8a4952f9981c42ca600c59cac952cd2b2ba6456fa0e6,productview,,beige metalic casio wristwatch,3143866.0,watches,beige metalic casio wristwatch
ff6d2c94a64fefcad53d8a4952f9981c42ca600c59cac952cd2b2ba6456fa0e6,productview,,wool wristwatch,1938590.0,jewellery,wool wristwatch
ff6d2c94a64fefcad53d8a4952f9981c42ca600c59cac952cd2b2ba6456fa0e6,productview,,metalic ana luisa watch,6576019.0,jewellery,metalic ana luisa watch
5a6ef44db0bb295d04efc60a6a6d14ebd1dd26a23ec9089a2ca23d0ffed90791,productview,,blue wool armani dress,4635777.0,dresses,blue wool armani dress
5a6ef44db0bb295d04efc60a6a6d14ebd1dd26a23ec9089a2ca23d0ffed90791,productview,,calvin klein dress,998205.0,dresses,calvin klein dress
5a6ef44db0bb295d04efc60a6a6d14ebd1dd26a23ec9089a2ca23d0ffed90791,productview,,white leather clothing,4199464.0,dresses,white leather clothing
5a6ef44db0bb295d04efc60a6a6d14ebd1dd26a23ec9089a2ca23d0ffed90791,productview,,metalic Adidas coat,5991873.0,coats,metalic adidas coat
5a6ef44db0bb295d04efc60a6a6d14ebd1dd26a23ec9089a2ca23d0ffed90791,productview,,beige gold north face jacket,7121251.0,coats,beige gold north face jacket
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,black leather casio wristwatch,780510.0,watches,black leather casio wristwatch
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,leather casio watch,1439507.0,watches,leather casio watch
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,green prada watch,5872948.0,watches,green prada watch
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,green leather north face jacket,5648765.0,coats,green leather north face jacket
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,green leather Adidas coat,1840705.0,coats,green leather adidas coat
fc753e064195279ccf0da204b28d84b1829270b88c6daa6e2d91b4664f1d69db,productview,,metalic coat,7930514.0,coats,metalic coat
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,gold louis vuitton handbag,1309979.0,bags,gold louis vuitton handbag
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,handbag,227752.0,bags,handbag
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,bag,772141.0,bags,bag
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,red leather wristwatch,6818907.0,watches,red leather wristwatch
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,leather wristwatch,108345.0,watches,leather wristwatch
009477ad02449cb10f1c237bf930a9a693c04ff20de2a8cea4909c73787fcecd,productview,,casio wristwatch,4175346.0,watches,casio wristwatch
fae996b45c0f5104dc43afc66f794b7cea29560f3a82e7d24c646eca0c19b9d2,productview,,clothing,4018397.0,dresses,clothing
fae996b45c0f5104dc43afc66f794b7cea29560f3a82e7d24c646eca0c19b9d2,productview,,clothing,5888459.0,dresses,clothing
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,metalic Adidas boot,4201684.0,shoes,metalic adidas boot
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,gucci shoes,1077104.0,shoes,gucci shoes
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,beige metalic Adidas jacket,4386373.0,coats,beige metalic adidas jacket
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,wool Adidas jacket,6990482.0,coats,wool adidas jacket
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,yellow gold north face coat,1858273.0,coats,yellow gold north face coat
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,metalic dress,5992119.0,dresses,metalic dress
b3948a4099463d2aa0aeabbad80c8e285a54b69da30fc002fb1aed9bf4bbda34,productview,,gucci clothing,4829639.0,dresses,gucci clothing
80c960b808e614d13b951579a4ab312124dfcec4faef11e6b2e7622421e5a825,productview,,beige metalic calvin klein clothing,5087536.0,dresses,beige metalic calvin klein clothing
80c960b808e614d13b951579a4ab312124dfcec4faef11e6b2e7622421e5a825,productview,,leather dress,8299618.0,dresses,leather dress
80c960b808e614d13b951579a4ab312124dfcec4faef11e6b2e7622421e5a825,productview,,beige dress,2445802.0,dresses,beige dress
2f6062b5f96322354cd5b1d83ba7622d9e3c9c84804b91ebeb35d4bebbb22233,productview,,wool prada handbag,723694.0,bags,wool prada handbag
2f6062b5f96322354cd5b1d83ba7622d9e3c9c84804b91ebeb35d4bebbb22233,productview,,leather handbag,7367668.0,bags,leather handbag
2f6062b5f96322354cd5b1d83ba7622d9e3c9c84804b91ebeb35d4bebbb22233,productview,,blue gold louis vuitton bag,6084679.0,bags,blue gold louis vuitton bag
2f6062b5f96322354cd5b1d83ba7622d9e3c9c84804b91ebeb35d4bebbb22233,productview,,wool ana luisa wristwatch,1927310.0,jewellery,wool ana luisa wristwatch
